from,to,rail_id,fee_pct,slippage_pct,fx_rate,latency_sec
BRL,AUD,PAYPAL,3.6,0.9,0.26140557045263113,7200
BRL,AUD,SWIFT,2.0,0.5,0.2695744945292759,259200
BRL,CAD,WISE,1.4,0.4,0.26102657539835356,28800
BRL,CAD,STRIPE,3.1,0.8,0.25580604389038647,172800
BRL,CAD,PAYPAL,3.6,0.9,0.2505855123824194,7200
BRL,CAD,SWIFT,2.0,0.5,0.25841630964437,259200
BRL,SGD,WISE,1.4,0.4,0.2436246768739099,28800
BRL,SGD,STRIPE,3.1,0.8,0.2387521833364317,172800
BRL,SGD,PAYPAL,3.6,0.9,0.2338796897989535,7200
BRL,SGD,SWIFT,2.0,0.5,0.2411884301051708,259200
BRL,AED,WISE,1.4,0.4,0.7071829467151791,28800
BRL,AED,STRIPE,3.1,0.8,0.6930392877808755,172800
BRL,AED,PAYPAL,3.6,0.9,0.678895628846572,7200
BRL,AED,SWIFT,2.0,0.5,0.7001111172480273,259200
BRL,USDC,CEX_SPOT,1.0,0.1,0.19254468890025114,600
BRL,USDC,DEFI_POOL,0.3,0.5,0.19254468890025114,30
BRL,USDT,CEX_SPOT,1.0,0.1,0.19267860052761784,600
BRL,USDT,DEFI_POOL,0.3,0.5,0.19267860052761784,30
BRL,ETH,CEX_SPOT,1.0,0.1,0.00009551372667599803,600
BRL,ETH,DEFI_POOL,0.3,0.5,0.00009551372667599803,30
BRL,BTC,CEX_SPOT,1.0,0.1,2.7856155971595423e-6,600
BRL,BTC,DEFI_POOL,0.3,0.5,2.7856155971595423e-6,30
USDC,USD,CEX_SPOT,1.0,0.1,1.0,600
USDC,USD,DEFI_POOL,0.3,0.5,1.0,30
USDC,INR,CEX_SPOT,1.0,0.1,90.61520586148856,600
USDC,INR,DEFI_POOL,0.3,0.5,90.61520586148856,30
USDC,EUR,CEX_SPOT,1.0,0.1,0.8399,600
USDC,EUR,DEFI_POOL,0.3,0.5,0.8399,30
USDC,GBP,CEX_SPOT,1.0,0.1,0.7312095190817371,600
USDC,GBP,DEFI_POOL,0.3,0.5,0.7312095190817371,30
USDC,JPY,CEX_SPOT,1.0,0.1,155.38769045857973,600
USDC,JPY,DEFI_POOL,0.3,0.5,155.38769045857973,30
USDC,AUD,CEX_SPOT,1.0,0.1,1.414204,600
USDC,AUD,DEFI_POOL,0.3,0.5,1.414204,30
USDC,CAD,CEX_SPOT,1.0,0.1,1.3556674914756015,600
USDC,CAD,DEFI_POOL,0.3,0.5,1.3556674914756015,30
USDC,SGD,CEX_SPOT,1.0,0.1,1.265289,600
USDC,SGD,DEFI_POOL,0.3,0.5,1.265289,30
USDC,AED,CEX_SPOT,1.0,0.1,3.672824998468481,600
USDC,AED,DEFI_POOL,0.3,0.5,3.672824998468481,30
USDC,BRL,CEX_SPOT,1.0,0.1,5.1935995,600
USDC,BRL,DEFI_POOL,0.3,0.5,5.1935995,30
USDC,USDT,CEX_SPOT,1.0,0.1,1.0006954833609358,600
USDC,USDT,DEFI_POOL,0.3,0.5,1.0006954833609358,30
USDC,ETH,CEX_SPOT,1.0,0.1,0.0004960600431076,600
USDC,ETH,DEFI_POOL,0.3,0.5,0.0004960600431076,30
USDC,BTC,CEX_SPOT,1.0,0.1,0.0000144673717726,600
USDC,BTC,DEFI_POOL,0.3,0.5,0.0000144673717726,30
USDT,USD,CEX_SPOT,1.0,0.1,0.999305,600
USDT,USD,DEFI_POOL,0.3,0.5,0.999305,30
USDT,INR,CEX_SPOT,1.0,0.1,90.55222829341483,600
USDT,INR,DEFI_POOL,0.3,0.5,90.55222829341483,30
USDT,EUR,CEX_SPOT,1.0,0.1,0.8393162695,600
USDT,EUR,DEFI_POOL,0.3,0.5,0.8393162695,30
USDT,GBP,CEX_SPOT,1.0,0.1,0.7307013284659754,600
USDT,GBP,DEFI_POOL,0.3,0.5,0.7307013284659754,30
USDT,JPY,CEX_SPOT,1.0,0.1,155.279696013711,600
USDT,JPY,DEFI_POOL,0.3,0.5,155.279696013711,30
USDT,AUD,CEX_SPOT,1.0,0.1,1.41322112822,600
USDT,AUD,DEFI_POOL,0.3,0.5,1.41322112822,30
USDT,CAD,CEX_SPOT,1.0,0.1,1.354725302569026,600
USDT,CAD,DEFI_POOL,0.3,0.5,1.354725302569026,30
USDT,SGD,CEX_SPOT,1.0,0.1,1.264409624145,600
USDT,SGD,DEFI_POOL,0.3,0.5,1.264409624145,30
USDT,AED,CEX_SPOT,1.0,0.1,3.6702723850945453,600
USDT,AED,DEFI_POOL,0.3,0.5,3.6702723850945453,30
USDT,BRL,CEX_SPOT,1.0,0.1,5.189989948347501,600
USDT,BRL,DEFI_POOL,0.3,0.5,5.189989948347501,30
USDT,USDC,CEX_SPOT,1.0,0.1,0.999305,600
USDT,USDC,DEFI_POOL,0.3,0.5,0.999305,30
USDT,ETH,CEX_SPOT,1.0,0.1,0.0004957152813776402,600
USDT,ETH,DEFI_POOL,0.3,0.5,0.0004957152813776402,30
USDT,BTC,CEX_SPOT,1.0,0.1,0.000014457316949218043,600
USDT,BTC,DEFI_POOL,0.3,0.5,0.000014457316949218043,30
ETH,USD,CEX_SPOT,1.0,0.1,2015.8850000000718,600
ETH,USD,DEFI_POOL,0.3,0.5,2015.8850000000718,30
ETH,INR,CEX_SPOT,1.0,0.1,182669.83426809337,600
ETH,INR,DEFI_POOL,0.3,0.5,182669.83426809337,30
ETH,EUR,CEX_SPOT,1.0,0.1,1693.1418115000604,600
ETH,EUR,DEFI_POOL,0.3,0.5,1693.1418115000604,30
ETH,GBP,CEX_SPOT,1.0,0.1,1474.0343013741403,600
ETH,GBP,DEFI_POOL,0.3,0.5,1474.0343013741403,30
ETH,JPY,CEX_SPOT,1.0,0.1,313243.71438010514,600
ETH,JPY,DEFI_POOL,0.3,0.5,313243.71438010514,30
ETH,AUD,CEX_SPOT,1.0,0.1,2850.872630540102,600
ETH,AUD,DEFI_POOL,0.3,0.5,2850.872630540102,30
ETH,CAD,CEX_SPOT,1.0,0.1,2732.8697610533904,600
ETH,CAD,DEFI_POOL,0.3,0.5,2732.8697610533904,30
ETH,SGD,CEX_SPOT,1.0,0.1,2550.677115765091,600
ETH,SGD,DEFI_POOL,0.3,0.5,2550.677115765091,30
ETH,AED,CEX_SPOT,1.0,0.1,7403.992822037898,600
ETH,AED,DEFI_POOL,0.3,0.5,7403.992822037898,30
ETH,BRL,CEX_SPOT,1.0,0.1,10469.699328057874,600
ETH,BRL,DEFI_POOL,0.3,0.5,10469.699328057874,30
ETH,USDC,CEX_SPOT,1.0,0.1,2015.8850000000718,600
ETH,USDC,DEFI_POOL,0.3,0.5,2015.8850000000718,30
ETH,USDT,CEX_SPOT,1.0,0.1,2017.287014475132,600
ETH,USDT,DEFI_POOL,0.3,0.5,2017.287014475132,30
ETH,BTC,CEX_SPOT,1.0,0.1,0.02916455774580879,600
ETH,BTC,DEFI_POOL,0.3,0.5,0.02916455774580879,30
BTC,USD,CEX_SPOT,1.0,0.1,69121.05500004617,600
BTC,USD,DEFI_POOL,0.3,0.5,69121.05500004617,30
BTC,INR,CEX_SPOT,1.0,0.1,6263418.628192456,600
BTC,INR,DEFI_POOL,0.3,0.5,6263418.628192456,30
BTC,EUR,CEX_SPOT,1.0,0.1,58054.77409453877,600
BTC,EUR,DEFI_POOL,0.3,0.5,58054.77409453877,30
BTC,GBP,CEX_SPOT,1.0,0.1,50541.97338500606,600
BTC,GBP,DEFI_POOL,0.3,0.5,50541.97338500606,30
BTC,JPY,CEX_SPOT,1.0,0.1,10740561.098517638,600
BTC,JPY,DEFI_POOL,0.3,0.5,10740561.098517638,30
BTC,AUD,CEX_SPOT,1.0,0.1,97751.27246528529,600
BTC,AUD,DEFI_POOL,0.3,0.5,97751.27246528529,30
BTC,CAD,CEX_SPOT,1.0,0.1,93705.16724005967,600
BTC,CAD,DEFI_POOL,0.3,0.5,93705.16724005967,30
BTC,SGD,CEX_SPOT,1.0,0.1,87458.11055995342,600
BTC,SGD,DEFI_POOL,0.3,0.5,87458.11055995342,30
BTC,AED,CEX_SPOT,1.0,0.1,253869.53872468436,600
BTC,AED,DEFI_POOL,0.3,0.5,253869.53872468436,30
BTC,BRL,CEX_SPOT,1.0,0.1,358987.0766877123,600
BTC,BRL,DEFI_POOL,0.3,0.5,358987.0766877123,30
BTC,USDC,CEX_SPOT,1.0,0.1,69121.05500004617,600
BTC,USDC,DEFI_POOL,0.3,0.5,69121.05500004617,30
BTC,USDT,CEX_SPOT,1.0,0.1,69169.12754368903,600
BTC,USDT,DEFI_POOL,0.3,0.5,69169.12754368903,30
BTC,ETH,CEX_SPOT,1.0,0.1,34.28819352296569,600
BTC,ETH,DEFI_POOL,0.3,0.5,34.28819352296569,30
